0.000000	-0.316297
0.100000	-0.209210
0.200000	-0.387055
0.300000	-0.060048
0.400000	-0.398337
0.500000	2.287335
0.600000	-1.666665
0.700000	-2.354299
0.800000	-1.640681
0.900000	-1.593343
1.000000	-0.933609
1.100000	-0.668469
1.200000	-0.718533
1.300000	0.041335
1.400000	-0.110733
1.500000	0.251230
1.600000	1.278258
1.700000	0.723065
1.800000	-1.783253
1.900000	-2.828951
2.000000	0.401937
2.100000	-2.335632
2.200000	-0.433234
2.300000	-0.464509
2.400000	1.727183
2.500000	-0.569196
2.600000	-1.007299
2.700000	-0.264160
2.800000	-0.254156
2.900000	-0.429905
3.000000	-1.108517
3.100000	-1.722514
3.200000	-0.183399
3.300000	-1.842742
3.400000	-1.532025
3.500000	0.831416
3.600000	-0.918653
3.700000	-0.640009
3.800000	0.400211
3.900000	-0.799628
4.000000	0.529964
4.100000	-0.844327
4.200000	0.513712
4.300000	0.130453
4.400000	-0.711644
4.500000	-1.364020
4.600000	-1.541062
4.700000	-0.767579
4.800000	-0.935119
4.900000	-0.905015
5.000000	0.487964
5.100000	-0.792373
5.200000	0.650077
5.300000	-1.023951
5.400000	0.481736
5.500000	-1.011313
5.600000	-0.310409
5.700000	0.486181
5.800000	-0.895690
5.900000	-0.916681
6.000000	1.528821
6.100000	0.480874
6.200000	-0.896983
6.300000	0.189884
6.400000	-0.812328
6.500000	0.261430
6.600000	0.980303
6.700000	-2.029912
6.800000	0.614990
6.900000	1.057173
7.000000	-0.338558
7.100000	1.376864
7.200000	-0.195315
7.300000	-1.566882
7.400000	-2.499865
7.500000	-0.613722
7.600000	0.462168
7.700000	0.098082
7.800000	0.229674
7.900000	-0.722059
8.000000	0.041799
8.100000	-1.694058
8.200000	-0.764404
8.300000	-0.767540
8.400000	0.631246
8.500000	0.162516
8.600000	-0.908620
8.700000	0.312847
8.800000	-0.286611
8.900000	-0.177206
9.000000	1.445475
9.100000	0.792150
9.200000	1.180064
9.300000	1.774156
9.400000	1.184347
9.500000	1.674117
9.600000	1.930467
9.700000	2.547164
9.800000	1.985968
9.900000	3.060019
10.000000	1.811775
10.100000	1.885892
10.200000	3.782363
10.300000	1.720660
10.400000	2.378290
10.500000	3.452520
10.600000	2.833967
10.700000	4.239817
10.800000	4.018145
10.900000	3.422315
11.000000	2.496499
11.100000	3.980219
11.200000	2.165237
11.300000	3.920826
11.400000	4.606603
11.500000	4.125526
11.600000	4.898213
11.700000	6.154458
11.800000	5.126873
11.900000	4.546905
12.000000	4.987828
12.100000	4.826479
12.200000	3.129342
12.300000	4.058651
12.400000	5.718442
12.500000	4.456416
12.600000	5.076177
12.700000	3.468562
12.800000	4.508582
12.900000	5.001285
13.000000	2.984651
13.100000	4.627580
13.200000	4.021097
13.300000	3.176047
13.400000	3.981002
13.500000	2.016180
13.600000	1.670187
13.700000	2.499428
13.800000	2.557326
13.900000	2.240490
14.000000	1.548770
14.100000	3.418973
14.200000	1.389840
14.300000	2.945103
14.400000	3.471225
14.500000	2.530427
14.600000	2.474254
14.700000	1.852215
14.800000	0.598352
14.900000	1.889943
15.000000	2.749992
15.100000	3.386032
15.200000	1.079901
15.300000	-0.250767
15.400000	1.413850
15.500000	1.499528
15.600000	0.777139
15.700000	-0.258726
15.800000	2.806033
15.900000	-1.680793
16.000000	0.071354
16.100000	-0.832132
16.200000	-0.232929
16.300000	0.640224
16.400000	0.384957
16.500000	-0.534059
16.600000	0.888521
16.700000	0.673647
16.800000	0.643067
16.900000	-0.481024
17.000000	0.946378
17.100000	0.515734
17.200000	2.324836
17.300000	0.844133
17.400000	0.905546
17.500000	-0.227337
17.600000	-1.594757
17.700000	-0.700984
17.800000	-1.108494
17.900000	-0.933362
18.000000	0.169109
18.100000	-0.957573
18.200000	-1.308976
18.300000	-0.834724
18.400000	-0.596433
18.500000	-0.035121
18.600000	-1.404888
18.700000	-0.141739
18.800000	-0.386959
18.900000	0.854266
19.000000	-0.687740
19.100000	-0.612889
19.200000	-1.653073
19.300000	-1.869819
19.400000	-0.176479
19.500000	-0.738552
19.600000	0.012914
19.700000	-1.384992
19.800000	1.414910
19.900000	-0.372445
20.000000	0.551452
20.100000	-0.723261
20.200000	-0.659480
20.300000	0.192542
20.400000	0.057803
20.500000	-1.618578
20.600000	-2.031321
20.700000	-1.596749
20.800000	-1.914863
20.900000	-0.439691
21.000000	-0.910653
21.100000	-0.867528
21.200000	-1.860574
21.300000	0.279880
21.400000	-0.060338
21.500000	-0.589422
21.600000	0.521340
21.700000	-1.373852
21.800000	-0.085199
21.900000	-0.151479
22.000000	-0.150683
22.100000	-1.229198
22.200000	-0.173121
22.300000	-1.014851
22.400000	-1.396422
22.500000	-1.703250
22.600000	0.537830
22.700000	-1.345933
22.800000	-0.672905
22.900000	-1.708645
23.000000	-0.797122
23.100000	-3.732034
23.200000	-1.586956
23.300000	-1.926434
23.400000	-1.514449
23.500000	-0.713266
23.600000	-0.825347
23.700000	1.444399
23.800000	-1.071773
23.900000	-0.750032
24.000000	-2.069315
24.100000	-0.977382
24.200000	-1.837976
24.300000	-0.469701
24.400000	0.353087
24.500000	-0.095746
24.600000	-1.200620
24.700000	-2.130543
24.800000	0.960013
24.900000	1.550043
25.000000	-0.379499
